202 	27 	90	0	0	-1	1
160	89	130	0	0	-1	1
160	99	136	0	0	-1	1
160	109	138	0	0	-1	1
160	119	140	0	0	-1	1
160	129	141	0	0	-1	1
160	139	141	0	0	-1	1
160	149	140	0	0	-1	1
160	159	138	0	0	-1	1
160	169	135	0	0	-1	1
160	179	131	0	0	-1	1
160	189	126	0	0	-1	1
170	89	137	0	0	-1	1
170	99	141	0	0	-1	1
170	109	143	0	0	-1	1
170	119	144	0	0	-1	1
170	129	145	0	0	-1	1
170	139	145	0	0	-1	1
170	149	143	0	0	-1	1
170	159	142	0	0	-1	1
170	169	139	0	0	-1	1
170	179	136	0	0	-1	1
170	189	132	0	0	-1	1
172	199	129	0	0	-1	1
172	209	123	0	0	-1	1
180	89	140	0	0	-1	1
180	99	143	0	0	-1	1
180	109	145	0	0	-1	1
180	119	145	0	0	-1	1
180	129	146	0	0	-1	1
180	139	146	0	0	-1	1
180	149	144	0	0	-1	1
180	159	142	0	0	-1	1
180	169	140	0	0	-1	1
180	179	137	0	0	-1	1
180	189	134	0	0	-1	1
180	199	130	0	0	-1	1
180	209	126	0	0	-1	1
190	89	141	0	0	-1	1
190	99	144	0	0	-1	1
190	109	146	0	0	-1	1
190	119	146	0	0	-1	1
190	129	147	0	0	-1	1
190	139	146	0	0	-1	1
190	149	145	0	0	-1	1
190	159	142	0	0	-1	1
190	169	142	0	0	-1	1
190	179	138	0	0	-1	1
190	189	135	0	0	-1	1
190	199	131	0	0	-1	1
190	209	127	0	0	-1	1
200	89	141	0	0	-1	1
200	99	143	0	0	-1	1
200	109	145	0	0	-1	1
200	119	145	0	0	-1	1
200	129	147	0	0	-1	1
200	139	146	0	0	-1	1
200	149	145	0	0	-1	1
200	159	142	0	0	-1	1
200	169	141	0	0	-1	1
200	179	138	0	0	-1	1
200	189	134	0	0	-1	1
200	199	131	0	0	-1	1
200	209	126	0	0	-1	1
210	89	137	0	0	-1	1
210	99	141	0	0	-1	1
210	109	144	0	0	-1	1
210	119	145	0	0	-1	1
210	129	146	0	0	-1	1
210	139	145	0	0	-1	1
210	149	144	0	0	-1	1
210	159	142	0	0	-1	1
210	169	139	0	0	-1	1
210	179	136	0	0	-1	1
210	189	133	0	0	-1	1
210	199	129	0	0	-1	1
210	209	123	0	0	-1	1
220	89	132	0	0	-1	1
220	99	137	0	0	-1	1
220	109	140	0	0	-1	1
220	119	141	0	0	-1	1
220	129	143	0	0	-1	1
220	139	142	0	0	-1	1
220	149	141	0	0	-1	1
220	159	140	0	0	-1	1
220	169	135	0	0	-1	1
220	179	132	0	0	-1	1
220	189	127	0	0	-1	1

