213	28	288	0	0	-1	1
172	125	295	0	0	-1	1
172	139	300	0	0	-1	1
172	153	306	0	0	-1	1
172	167	313	0	0	-1	1
172	181	315	0	0	-1	1
172	195	316	0	0	-1	1
172	209	317	0	0	-1	1
172	223	319	0	0	-1	1
172	237	319	0	0	-1	1
172	251	317	0	0	-1	1
172	265	316	0	0	-1	1
172	279	314	0	0	-1	1
172	293	310	0	0	-1	1
172	307	308	0	0	-1	1
186	125	301	0	0	-1	1
186	139	304	0	0	-1	1
186	153	310	0	0	-1	1
186	167	316	0	0	-1	1
186	181	317	0	0	-1	1
186	195	319	0	0	-1	1
186	209	320	0	0	-1	1
186	223	320	0	0	-1	1
186	237	320	0	0	-1	1
186	251	319	0	0	-1	1
186	265	319	0	0	-1	1
186	279	317	0	0	-1	1
186	293	316	0	0	-1	1
186	307	313	0	0	-1	1
186	321	310	0	0	-1	1
186	335	310	0	0	-1	1
186	349	310	0	0	-1	1
200	125	302	0	0	-1	1
200	139	307	0	0	-1	1
200	153	310	0	0	-1	1
200	167	315	0	0	-1	1
200	181	319	0	0	-1	1
200	195	321	0	0	-1	1
200	209	321	0	0	-1	1
200	223	321	0	0	-1	1
200	237	321	0	0	-1	1
200	251	320	0	0	-1	1
200	265	320	0	0	-1	1
200	279	319	0	0	-1	1
200	293	317	0	0	-1	1
200	307	314	0	0	-1	1
200	321	313	0	0	-1	1
200	335	312	0	0	-1	1
200	349	310	0	0	-1	1
214	125	303	0	0	-1	1
214	139	307	0	0	-1	1
214	153	312	0	0	-1	1
214	167	316	0	0	-1	1
214	181	319	0	0	-1	1
214	195	320	0	0	-1	1
214	209	321	0	0	-1	1
214	223	321	0	0	-1	1
214	237	321	0	0	-1	1
214	251	320	0	0	-1	1
214	265	320	0	0	-1	1
214	279	320	0	0	-1	1
214	293	319	0	0	-1	1
214	307	315	0	0	-1	1
214	321	313	0	0	-1	1
214	335	312	0	0	-1	1
214	349	312	0	0	-1	1
228	125	301	0	0	-1	1
228	139	304	0	0	-1	1
228	153	312	0	0	-1	1
228	167	316	0	0	-1	1
228	181	319	0	0	-1	1
228	195	319	0	0	-1	1
228	209	320	0	0	-1	1
228	223	320	0	0	-1	1
228	237	321	0	0	-1	1
228	251	320	0	0	-1	1
228	265	320	0	0	-1	1
228	279	319	0	0	-1	1
228	293	317	0	0	-1	1
228	307	313	0	0	-1	1
228	321	310	0	0	-1	1
228	335	310	0	0	-1	1
228	349	312	0	0	-1	1
242	125	296	0	0	-1	1
242	139	301	0	0	-1	1
242	153	307	0	0	-1	1
242	167	313	0	0	-1	1
242	181	316	0	0	-1	1
242	195	317	0	0	-1	1
242	209	319	0	0	-1	1
242	223	319	0	0	-1	1
242	237	320	0	0	-1	1
242	251	319	0	0	-1	1
242	265	319	0	0	-1	1
242	279	315	0	0	-1	1
242	293	312	0	0	-1	1
242	307	309	0	0	-1	1

