95	16	38	0.008252213	0.961599251	0.27433334	1
67	215	74	0.421482565	-0.893175005	-0.156814722	1
98	220	76	0.009470005	-0.992671315	-0.120473976	1
129	215	74	-0.413293297	-0.896118895	-0.161739223	1
41	196	72	0.806905934	-0.590533173	-0.013167555	1
61	207	104	0.529244818	-0.791801393	-0.304877805	1
99	213	115	0.002328297	-0.892894718	-0.450259483	1
134	208	104	-0.501936489	-0.799481565	-0.329983314	1
155	196	72	-0.776289689	-0.629205458	-0.038403261	1
26	170	31	0.837438265	-0.545886492	-0.026553544	1
25	169	71	0.947833368	-0.31869177	-0.006889292	1
31	175	100	0.83466753	-0.47676561	-0.275725711	1
45	181	122	0.732027392	-0.524805478	-0.434413521	1
69	186	141	0.429106533	-0.608024841	-0.667962107	1
99	190	147	0.000823787	-0.610155481	-0.79228127	1
127	187	141	-0.420314294	-0.606344965	-0.675041982	1
151	181	123	-0.728818607	-0.530460111	-0.432938228	1
165	175	100	-0.836006875	-0.494735994	-0.237336894	1
170	171	72	-0.931523498	-0.363680931	0.000391841	1
169	171	32	-0.857235619	-0.514762043	-0.012927951	1
18	143	33	0.985112106	-0.170724746	-0.020179195	1
18	143	73	0.977882518	-0.203003214	0.050353521	1
20	146	105	0.944287552	-0.257954987	-0.204402163	1
34	149	134	0.766577836	-0.355777296	-0.534584826	1
62	153	158	0.489183859	-0.357149452	-0.795703099	1
97	153	169	0.005306737	-0.377751255	-0.925891909	1
133	154	158	-0.478611697	-0.334214451	-0.811930751	1
161	151	134	-0.772091866	-0.345930873	-0.533109727	1
176	145	106	-0.947220291	-0.249730395	-0.201018534	1
177	144	72	-0.978777997	-0.196724103	0.057386935	1
177	144	33	-0.987997535	-0.154468184	0.000671737	1
13	117	70	0.990256525	-0.13794149	0.019082988	1
14	114	107	0.980334408	-0.132898629	-0.145884897	1
27	114	141	0.779642531	-0.206676307	-0.591136555	1
57	114	168	0.501247794	-0.164876334	-0.849450671	1
98	114	180	-0.003592467	-0.151435406	-0.988460628	1
137	117	168	-0.498426296	-0.187238217	-0.846470955	1
169	115	140	-0.798792489	-0.187810879	-0.571539704	1
181	115	108	-0.984909822	-0.101368027	-0.14027532	1
183	115	70	-0.987513614	-0.142240887	0.067708146	1
13	86	72	0.988285584	0.152578275	-0.003387412	1
15	83	106	0.983144983	0.157259458	-0.093249156	1
27	78	140	0.819321051	0.235669187	-0.522659593	1
57	75	167	0.440895138	0.251931612	-0.861476605	1
99	74	177	0.002821632	0.368255854	-0.929720208	1
137	74	167	-0.446334487	0.28195897	-0.849284796	1
167	79	141	-0.802368832	0.255357981	-0.539440968	1
180	86	107	-0.976397398	0.1908096	-0.101191985	1
182	88	70	-0.973225217	0.229809727	-0.004490571	1
25	62	31	0.883903479	0.439637442	0.159479024	1
21	59	71	0.932706765	0.360094025	0.019758112	1
25	53	100	0.876758792	0.466454582	-0.117107403	1
39	46	128	0.665440862	0.635643773	-0.391338028	1
65	40	145	0.290840287	0.762999349	-0.57727283	1
96	40	153	-0.000334414	0.792869886	-0.609390869	1
131	42	146	-0.358899962	0.746874974	-0.559793346	1
154	46	127	-0.674234689	0.665425922	-0.320337206	1
168	53	101	-0.844949423	0.521068044	-0.120617441	1
173	60	71	-0.931523498	0.363680931	0.000391841	1
169	61	32	-0.864638506	0.481513873	0.143334032	1
43	37	33	0.704981019	0.693458891	0.148716273	1
39	34	72	0.658871026	0.749862856	0.059955552	1
60	23	105	0.417160573	0.867035433	-0.272445618	1
96	20	118	-0.005256004	0.922648037	-0.38560728	1
135	24	104	-0.454772942	0.854821522	-0.249923463	1
154	34	74	-0.708718789	0.705488007	0.002085783	1
151	37	33	-0.697453761	0.701367277	0.147112863	1
66	16	74	0.38560728	0.922648037	-0.005256004	1
96	11	77	0	1	0	1
129	17	74	-0.384533687	0.923097504	0.004984234	1
68	22	33	0.318667533	0.928723564	0.189535075	1
126	22	33	-0.310998165	0.934488807	0.173236284	1
